PAIR	R1	R2	WORDCLASS
μετέρχομαι/κολάζω	unrelated	related	v
μετέρχομαι/χράω	unrelated	unrelated	v
μετέρχομαι/μεθίστημι	synonym	unrelated	v
μετέρχομαι/ἀφίστημι	distantly_related	unrelated	v
μετέρχομαι/ἐπάγω	distantly_related	unrelated	v
μετέρχομαι/ἀξιόω	synonym	unrelated	v
μετέρχομαι/τίθημι	unrelated	unrelated	v
μετέρχομαι/ἄγω	same_domain	unrelated	v
μετέρχομαι/ἀναιρέω	unrelated	unrelated	v
μετέρχομαι/καθίστημι	same_domain	unrelated	v
μετέρχομαι/ἥκω	distantly_related	distantly_related	v
μετέρχομαι/ἔρχομαι	related	related	v
μετέρχομαι/ποιέω	unrelated	same_domain	v
μετέρχομαι/ἀποφαίνω	distantly_related	unrelated	v
μετέρχομαι/ἀποδείκνυμι	distantly_related	unrelated	v
ἀποτίνω/ἐκτίνω	synonym	synonym	v
ἀποτίνω/ἀποδίδωμι	synonym	synonym	v
ἀποτίνω/προγράφω	same_domain	unrelated	v
ἀποτίνω/ὀφείλω	distantly_related	distantly_related	v
ἀποτίνω/πρόκειμαι	unrelated	same_domain	v
ἀποτίνω/δανείζω	related	distantly_related	v
ἀποτίνω/εἰσπράσσω	related	unrelated	v
ἀποτίνω/μισθόω	distantly_related	distantly_related	v
ἀποτίνω/πρίαμαι	related	distantly_related	v
ἀποτίνω/ἀπαιτέω	related	same_domain	v
ἀποτίνω/βεβαιόω	same_domain	distantly_related	v
ἀποτίνω/πιπράσκω	related	distantly_related	v
ἀποτίνω/ἀπέχω	related	unrelated	v
ἀποτίνω/προσοφείλω	distantly_related	distantly_related	v
ἀποτίνω/ὁμολογέω	unrelated	same_domain	v
ἀποτίνω/παρέχω	related	related	v
ἀποτίνω/δίδωμι	related	related	v
ἀποτίνω/παραδίδωμι	related	related	v
περιαιρέω/περιτίθημι	related	same_domain	v
περιαιρέω/περίκειμαι	distantly_related	same_domain	v
περιαιρέω/ἀποτίθημι	synonym	related	v
περιαιρέω/περιβάλλω	related	same_domain	v
περιαιρέω/ἀφαιρέω	synonym	related	v
περιαιρέω/ἐπιτίθημι	related	same_domain	v
περιαιρέω/ἐνδύω	distantly_related	unrelated	v
περιαιρέω/καλύπτω	related	same_domain	v
περιαιρέω/φέρω	distantly_related	distantly_related	v
περιαιρέω/φορέω	same_domain	distantly_related	v
περιαιρέω/αἴρω	synonym	distantly_related	v
περιαιρέω/κοσμέω	same_domain	unrelated	v
περιαιρέω/ἐμβάλλω	distantly_related	same_domain	v
περιαιρέω/ἀναλαμβάνω	related	related	v
περιαιρέω/ἀφίημι	related	distantly_related	v
περιαιρέω/λαμβάνω	distantly_related	related	v
περιαιρέω/ἀναιρέω	synonym	related	v
ἀπελαύνω/ἐξελαύνω	synonym	synonym	v
ἀπελαύνω/ἐλαύνω	synonym	synonym	v
ἀπελαύνω/φεύγω	related	synonym	v
ἀπελαύνω/καθίστημι	unrelated	distantly_related	v
ἀπελαύνω/κελεύω	unrelated	same_domain	v
ἀπελαύνω/ἀπάγω	synonym	related	v
ἀπελαύνω/διώκω	distantly_related	related	v
ἀπελαύνω/κατέχω	distantly_related	same_domain	v
ἀπελαύνω/διαφθείρω	same_domain	related	v
ἀπελαύνω/ἄπειμι	related	distantly_related	v
ἀπελαύνω/ἀπέρχομαι	related	distantly_related	v
ἀπελαύνω/ἄγω	distantly_related	distantly_related	v
ἀπελαύνω/ἐκπέμπω	related	synonym	v
ἀπελαύνω/ἀποπέμπω	related	synonym	v
ἀπελαύνω/ἀναγκάζω	same_domain	related	v
ἀπελαύνω/ἀποκτείνω	same_domain	distantly_related	v
ἀπελαύνω/πέμπω	distantly_related	related	v
ἀπελαύνω/ἐκβάλλω	synonym	synonym	v
ἀπελαύνω/οἴχομαι	distantly_related	distantly_related	v
ἀπελαύνω/ἥκω	distantly_related	same_domain	v
ἀπελαύνω/ἀναχωρέω	related	distantly_related	v
εὐδαιμονέω/ζάω	distantly_related	related	v
εὐδαιμονέω/πλουτέω	synonym	related	v
εὐδαιμονέω/πράσσω	related	unrelated	v
εὐδαιμονέω/εὐτυχέω	synonym	synonym	v
εὐδαιμονέω/φιλοσοφέω	unrelated	distantly_related	v
εὐδαιμονέω/κακοδαιμονέω	related	distantly_related	v
εὐδαιμονέω/δυστυχέω	related	distantly_related	v
εὐδαιμονέω/σωφρονέω	distantly_related	related	v
εὐδαιμονέω/οἴομαι	unrelated	unrelated	v
εὐδαιμονέω/ἀπολαύω	distantly_related	synonym	v
εὐδαιμονέω/ὑγιαίνω	related	synonym	v
εὐδαιμονέω/βιόω	distantly_related	related	v
εὐδαιμονέω/κτάομαι	same_domain	unrelated	v
εὐδαιμονέω/ἀτυχέω	related	distantly_related	v
εὐδαιμονέω/διατελέω	distantly_related	unrelated	v
εὐδαιμονέω/πολιτεύω	unrelated	same_domain	v
εὐδαιμονέω/ὠφελέω	related	unrelated	v
εὐδαιμονέω/διάγω	distantly_related	distantly_related	v
εὐδαιμονέω/σώζω	distantly_related	unrelated	v
εὐδαιμονέω/λυπέω	related	same_domain	v
εὐδαιμονέω/κερδαίνω	related	same_domain	v
εὐδαιμονέω/γιγνώσκω	unrelated	unrelated	v
ἀνασκευάζω/ἀντιστρέφω	related	same_domain	v
ἀνασκευάζω/δείκνυμι	same_domain	unrelated	v
ἀνασκευάζω/ἐνδέχομαι	unrelated	distantly_related	v
ἀνασκευάζω/συλλογίζομαι	same_domain	unrelated	v
ἀνασκευάζω/κατασκευάζω	related	related	v
ἀνασκευάζω/δεικνύω	same_domain	unrelated	v
ἀνασκευάζω/ἀντίκειμαι	distantly_related	unrelated	v
ἀνασκευάζω/ἀληθεύω	unrelated	same_domain	v
ἀνασκευάζω/συμπεραίνω	same_domain	unrelated	v
ἀνασκευάζω/κατηγορέω	same_domain	synonym	v
ἀνασκευάζω/ἀναιρέω	synonym	synonym	v
ἀνασκευάζω/συνάγω	unrelated	synonym	v
ἀνασκευάζω/ἐκτίθημι	distantly_related	same_domain	v
ἀνασκευάζω/συναληθεύω	unrelated	unrelated	v
ἀνασκευάζω/ἀποδείκνυμι	same_domain	unrelated	v
ἀνασκευάζω/μεταλαμβάνω	unrelated	related	v
ἀνασκευάζω/λαμβάνω	distantly_related	related	v
εὐθύνω/ὑπέχω	same_domain	related	v
εὐθύνω/ἐξετάζω	synonym	synonym	v
εὐθύνω/καταψηφίζομαι	same_domain	related	v
εὐθύνω/ἐλέγχω	synonym	synonym	v
εὐθύνω/ἀφίημι	unrelated	unrelated	v
εὐθύνω/ἰθύνω	synonym	synonym	v
εὐθύνω/ἐξελέγχω	synonym	related	v
εὐθύνω/κολάζω	same_domain	related	v
εὐθύνω/διαστρέφω	unrelated	related	v
εὐθύνω/δικάζω	same_domain	synonym	v
εὐθύνω/παραδίδωμι	unrelated	unrelated	v
εὐθύνω/κυβερνάω	synonym	synonym	v
εὐθύνω/χράομαι	unrelated	unrelated	v
εὐθύνω/ἐπιτιμάω	same_domain	synonym	v
εὐθύνω/αἰτιάομαι	same_domain	synonym	v
εὐθύνω/ἐπιχειρέω	unrelated	unrelated	v
εὐθύνω/κρίνω	related	synonym	v
εὐθύνω/ἀναγκάζω	unrelated	same_domain	v
εὐθύνω/ἀντεῖπον	unrelated	distantly_related	v
εὐθύνω/ἐπαινέω	unrelated	distantly_related	v
εὐθύνω/ἀναιρέω	unrelated	unrelated	v
εὐθύνω/ἀποφαίνω	unrelated	synonym	v
εὐθύνω/ποιέω	unrelated	same_domain	v
εὐθύνω/εὑρίσκω	unrelated	unrelated	v
εὐθύνω/δίδωμι	unrelated	unrelated	v
εὐθύνω/τιμωρέω	unrelated	related	v
εὐθύνω/ἄγω	related	unrelated	v
εὐθύνω/ἀποδείκνυμι	unrelated	unrelated	v
εὐθύνω/διαλέγω	unrelated	unrelated	v
εὐθύνω/δείκνυμι	unrelated	same_domain	v
κρούω/πλήσσω	synonym	synonym	v
κρούω/τύπτω	synonym	synonym	v
κρούω/ὀρχέομαι	same_domain	synonym	v
κρούω/παίω	synonym	synonym	v
κρούω/κροτέω	synonym	related	v
κρούω/φθέγγομαι	distantly_related	distantly_related	v
κρούω/ψοφέω	distantly_related	distantly_related	v
κρούω/ἀράσσω	synonym	synonym	v
κρούω/ὠθέω	related	distantly_related	v
κρούω/ἀείδω	distantly_related	distantly_related	v
κρούω/ψάλλω	related	synonym	v
κρούω/ἠχέω	distantly_related	distantly_related	v
κρούω/αὐλέω	distantly_related	same_domain	v
κρούω/τείνω	same_domain	distantly_related	v
κρούω/κιθαρίζω	distantly_related	related	v
κρούω/σείω	distantly_related	distantly_related	v
κρούω/ἐρείδω	related	synonym	v
κρούω/βάλλω	unrelated	unrelated	v
κρούω/ἵστημι	unrelated	unrelated	v
κρούω/συντρίβω	related	distantly_related	v
κρούω/ἀφίημι	unrelated	unrelated	v
κρούω/δείδω	unrelated	unrelated	v
κρούω/πατάσσω	synonym	synonym	v
ληίζομαι/λεηλατέω	synonym	synonym	v
ληίζομαι/πορθέω	synonym	related	v
ληίζομαι/κατατρέχω	related	related	v
ληίζομαι/δηιόω	related	related	v
ληίζομαι/πολιορκέω	same_domain	related	v
ληίζομαι/διαρπάζω	synonym	related	v
ληίζομαι/καταλαμβάνω	related	synonym	v
ληίζομαι/αἱρέω	related	synonym	v
ληίζομαι/διαβαίνω	unrelated	unrelated	v
ληίζομαι/καταστρέφω	same_domain	related	v
ληίζομαι/ἐμπίμπρημι	same_domain	distantly_related	v
ληίζομαι/ὁρμάω	same_domain	distantly_related	v
ληίζομαι/χειρόω	related	distantly_related	v
ληίζομαι/ἀναχωρέω	unrelated	unrelated	v
ληίζομαι/κατέχω	same_domain	synonym	v
ληίζομαι/ἐξελαύνω	related	distantly_related	v
ληίζομαι/πολεμέω	same_domain	distantly_related	v
σκεπάζω/περιβάλλω	related	related	v
σκεπάζω/γυμνόω	related	distantly_related	v
σκεπάζω/σκέπω	synonym	synonym	v
σκεπάζω/καλύπτω	synonym	synonym	v
σκεπάζω/ἐπιτίθημι	related	distantly_related	v
σκεπάζω/σχίζω	unrelated	unrelated	v
σκεπάζω/βάλλω	distantly_related	unrelated	v
σκεπάζω/ἐντίθημι	distantly_related	distantly_related	v
σκεπάζω/καθίημι	unrelated	unrelated	v
σκεπάζω/ζώννυμι	distantly_related	same_domain	v
σκεπάζω/κατακρύπτω	synonym	related	v
σκεπάζω/ἐνδύω	distantly_related	related	v
σκεπάζω/κρύπτω	synonym	related	v
σκεπάζω/ἀποτέμνω	unrelated	unrelated	v
σκεπάζω/ἐπιβάλλω	related	distantly_related	v
σκεπάζω/περιτίθημι	related	related	v
σκεπάζω/ἐπίκειμαι	related	same_domain	v
σκεπάζω/τιτρώσκω	same_domain	unrelated	v
σκεπάζω/φυλάσσω	related	related	v
σκεπάζω/ψαύω	unrelated	unrelated	v
σκεπάζω/περικαλύπτω	synonym	related	v
σκεπάζω/θλίβω	unrelated	unrelated	v
σκεπάζω/εἰσέρχομαι	unrelated	unrelated	v
σκεπάζω/ἐμπλάσσω	unrelated	unrelated	v
κατακρύπτω/κρύπτω	synonym	synonym	v
κατακρύπτω/βάλλω	unrelated	unrelated	v
κατακρύπτω/καλύπτω	synonym	related	v
κατακρύπτω/καταδύω	distantly_related	unrelated	v
κατακρύπτω/ἐκφύω	unrelated	unrelated	v
κατακρύπτω/ψαύω	unrelated	unrelated	v
κατακρύπτω/ἕλκω	unrelated	unrelated	v
κατακρύπτω/τιτρώσκω	unrelated	unrelated	v
κατακρύπτω/περίκειμαι	unrelated	unrelated	v
κατακρύπτω/ῥίπτω	unrelated	unrelated	v
κατακρύπτω/καταφέρω	unrelated	distantly_related	v
κατακρύπτω/ἐπίκειμαι	distantly_related	same_domain	v
κατακρύπτω/ἐμφύω	unrelated	unrelated	v
κατακρύπτω/ἀποκρύπτω	synonym	synonym	v
κατακρύπτω/περιβάλλω	distantly_related	distantly_related	v
κατακρύπτω/φυλάσσω	same_domain	unrelated	v
κατακρύπτω/κατέχω	distantly_related	unrelated	v
κατακρύπτω/καθίημι	unrelated	unrelated	v
κατακρύπτω/ἐμβάλλω	unrelated	distantly_related	v
κατακρύπτω/ἐπιτίθημι	distantly_related	distantly_related	v
κατακρύπτω/κατορύσσω	distantly_related	distantly_related	v
κατακρύπτω/καταλαμβάνω	distantly_related	unrelated	v
κατακρύπτω/ἀποφύω	unrelated	unrelated	v
κατακρύπτω/κατακλείω	unrelated	related	v
κατακρύπτω/θάπτω	distantly_related	distantly_related	v
ποιμαίνω/νέμω	synonym	synonym	v
ποιμαίνω/βόσκω	synonym	synonym	v
ποιμαίνω/πιαίνω	synonym	related	v
ποιμαίνω/ἁρπάζω	unrelated	unrelated	v
ποιμαίνω/διασκορπίζω	unrelated	same_domain	v
ποιμαίνω/ἐξελαύνω	distantly_related	related	v
ποιμαίνω/πορεύομαι	distantly_related	related	v
ποιμαίνω/καθηγέομαι	synonym	related	v
ποιμαίνω/ὁδηγέω	synonym	related	v
ποιμαίνω/διατρέφω	same_domain	related	v
ποιμαίνω/κατοικέω	unrelated	same_domain	v
ποιμαίνω/παροικέω	unrelated	same_domain	v
ποιμαίνω/ἀποστέλλω	unrelated	related	v
ποιμαίνω/κατανέμω	synonym	synonym	v
ποιμαίνω/κληρονομέω	unrelated	unrelated	v
ποιμαίνω/εὐλογέω	unrelated	unrelated	v
ποιμαίνω/καταβαίνω	distantly_related	distantly_related	v
ποιμαίνω/ἐξέρχομαι	distantly_related	distantly_related	v
ποιμαίνω/προσκυνέω	unrelated	unrelated	v
ποιμαίνω/πατάσσω	unrelated	unrelated	v
ποιμαίνω/ἔρχομαι	distantly_related	distantly_related	v
ποιμαίνω/προφητεύω	unrelated	unrelated	v
ποιμαίνω/ἀναβαίνω	distantly_related	distantly_related	v
ποιμαίνω/ἄγω	related	related	v
ποιμαίνω/εἰσέρχομαι	distantly_related	distantly_related	v
ποιμαίνω/δουλεύω	unrelated	unrelated	v
ἀναδείκνυμι/καθίστημι	distantly_related	synonym	v
ἀναδείκνυμι/ἀναγορεύω	synonym	synonym	v
ἀναδείκνυμι/τιμάω	related	related	v
ἀναδείκνυμι/χειροτονέω	distantly_related	related	v
ἀναδείκνυμι/κοσμέω	distantly_related	related	v
ἀναδείκνυμι/ψηφίζω	same_domain	related	v
ἀναδείκνυμι/ἀποδείκνυμι	synonym	synonym	v
ἀναδείκνυμι/βασιλεύω	unrelated	same_domain	v
ἀναδείκνυμι/προστάσσω	unrelated	synonym	v
ἀναδείκνυμι/προίστημι	related	synonym	v
ἀναδείκνυμι/παραδίδωμι	unrelated	related	v
ἀναδείκνυμι/ἐκπέμπω	unrelated	unrelated	v
ἀναδείκνυμι/ἐπιτρέπω	unrelated	unrelated	v
ἀναδείκνυμι/καταλείπω	unrelated	unrelated	v
ἀναδείκνυμι/ἀποστέλλω	unrelated	unrelated	v
ἀναδείκνυμι/πέμπω	unrelated	unrelated	v
ἀναδείκνυμι/εἰσάγω	unrelated	related	v
ἀναδείκνυμι/ἀποφαίνω	synonym	synonym	v
ἀναδείκνυμι/ποιέω	distantly_related	synonym	v
δεξιόομαι/ἀσπάζομαι	synonym	synonym	v
δεξιόομαι/προπέμπω	unrelated	unrelated	v
δεξιόομαι/φιλοφρονέομαι	synonym	related	v
δεξιόομαι/τιμάω	distantly_related	related	v
δεξιόομαι/προσκυνέω	synonym	related	v
δεξιόομαι/κελεύω	unrelated	unrelated	v
δεξιόομαι/ἄπειμι	unrelated	unrelated	v
δεξιόομαι/προστρέχω	unrelated	related	v
δεξιόομαι/αἰτέω	unrelated	unrelated	v
δεξιόομαι/ἑστιάω	distantly_related	related	v
δεξιόομαι/παρακαλέω	same_domain	same_domain	v
δεξιόομαι/δωρέω	same_domain	distantly_related	v
δεξιόομαι/δέχομαι	related	same_domain	v
δεξιόομαι/καταφιλέω	related	related	v
δεξιόομαι/πυνθάνομαι	unrelated	unrelated	v
δεξιόομαι/πέμπω	same_domain	unrelated	v
δεξιόομαι/θεραπεύω	same_domain	unrelated	v
δεξιόομαι/ἄγω	unrelated	unrelated	v
ἐναπολαμβάνω/ἐκθλίβω	distantly_related	related	v
ἐναπολαμβάνω/πυκνόω	synonym	related	v
ἐναπολαμβάνω/πιλέω	related	related	v
ἐναπολαμβάνω/ψοφέω	unrelated	unrelated	v
ἐναπολαμβάνω/ἐκκρίνω	distantly_related	related	v
ἐναπολαμβάνω/συμπιλέω	related	related	v
ἐναπολαμβάνω/ὠθέω	distantly_related	distantly_related	v
ἐναπολαμβάνω/συνωθέω	related	related	v
ἐναπολαμβάνω/ἀντιπεριίστημι	related	distantly_related	v
ἐναπολαμβάνω/ἀποπάλλω	unrelated	unrelated	v
ἐναπολαμβάνω/ἐκπυρόω	same_domain	unrelated	v
ἐναπολαμβάνω/θερμαίνω	same_domain	same_domain	v
ἐναπολαμβάνω/ἀραιόω	same_domain	unrelated	v
ἐναπολαμβάνω/διηχέω	unrelated	unrelated	v
ἐναπολαμβάνω/στενοχωρέω	synonym	unrelated	v
ἐναπολαμβάνω/ἐκπνέω	related	unrelated	v
ἐναπολαμβάνω/ἐνυπάρχω	related	distantly_related	v
ἐναπολαμβάνω/ἀναθυμιάω	related	unrelated	v
ἐναπολαμβάνω/περιέχω	distantly_related	synonym	v
ἐναπολαμβάνω/παρασπείρω	unrelated	unrelated	v
ἐναπολαμβάνω/κινέω	unrelated	unrelated	v
ἐναπολαμβάνω/ἐξατμίζω	related	unrelated	v
ἐναπολαμβάνω/συνίστημι	related	related	v
ἐναπολαμβάνω/ῥέω	same_domain	unrelated	v
ἐναπολαμβάνω/καταψύχω	same_domain	unrelated	v
ἐναπολαμβάνω/ἀντιμεθίστημι	unrelated	unrelated	v
ἐναπολαμβάνω/περιχέω	distantly_related	unrelated	v
ἐναπολαμβάνω/κυκλοφορέομαι	unrelated	unrelated	v
αὔω/ἐπισεύω	same_domain	unrelated	v
αὔω/ὄρνυμι	related	unrelated	v
αὔω/κέλομαι	synonym	same_domain	v
αὔω/κίω	unrelated	unrelated	v
αὔω/μάρναμαι	unrelated	unrelated	v
αὔω/ὄλλυμι	same_domain	unrelated	v
αὔω/ἰάχω	synonym	synonym	v
αὔω/ἄνωγα	distantly_related	distantly_related	v
αὔω/ἐπορούω	unrelated	unrelated	v
αὔω/μετεῖπον	distantly_related	related	v
αὔω/ἀίω	same_domain	unrelated	v
αὔω/ἕζομαι	unrelated	unrelated	v
αὔω/ἱκνέομαι	unrelated	unrelated	v
αὔω/ὀρούω	unrelated	unrelated	v
αὔω/λίσσομαι	distantly_related	same_domain	v
αὔω/ἅλλομαι	unrelated	same_domain	v
αὔω/θαμβέω	same_domain	same_domain	v
αὔω/στενάχω	related	related	v
αὔω/ἐκθρῴσκω	unrelated	unrelated	v
αὔω/κλάζω	synonym	unrelated	v
αὔω/ἐλεαίρω	same_domain	same_domain	v
αὔω/ἀυτέω	synonym	synonym	v
αὔω/ἵκω	unrelated	unrelated	v
προλείπω/ἱκνέομαι	distantly_related	distantly_related	v
προλείπω/ὄλλυμι	distantly_related	same_domain	v
προλείπω/πέλω	unrelated	unrelated	v
προλείπω/λείπω	synonym	related	v
προλείπω/ἔλπω	unrelated	unrelated	v
προλείπω/βλώσκω	distantly_related	distantly_related	v
προλείπω/τεύχω	distantly_related	same_domain	v
προλείπω/ἀέξω	unrelated	same_domain	v
προλείπω/θνήσκω	unrelated	distantly_related	v
προλείπω/ναίω	unrelated	unrelated	v
προλείπω/δαμάζω	unrelated	same_domain	v
προλείπω/νοσφίζω	synonym	related	v
προλείπω/μήδομαι	distantly_related	unrelated	v
προλείπω/ὀπάζω	unrelated	same_domain	v
προλείπω/εἰσοράω	distantly_related	unrelated	v
προλείπω/εὐνάζω	unrelated	same_domain	v
προλείπω/ἀμείβω	unrelated	same_domain	v
προλείπω/ἐγείρω	unrelated	same_domain	v
προλείπω/πελάζω	unrelated	same_domain	v
προλείπω/λιπάω	unrelated	unrelated	v
προλείπω/ἀνάσσω	unrelated	unrelated	v
προλείπω/ἐκλείπω	synonym	synonym	v
προλείπω/ἄγω	unrelated	unrelated	v
προλείπω/καταλείπω	synonym	synonym	v
ἐπιβοηθέω/πολιορκέω	same_domain	distantly_related	v
ἐπιβοηθέω/συμφεύγω	distantly_related	distantly_related	v
ἐπιβοηθέω/προσβάλλω	distantly_related	distantly_related	v
ἐπιβοηθέω/στρατοπεδεύω	same_domain	distantly_related	v
ἐπιβοηθέω/φεύγω	same_domain	same_domain	v
ἐπιβοηθέω/ἀναχωρέω	same_domain	same_domain	v
ἐπιβοηθέω/προσμάχομαι	distantly_related	distantly_related	v
ἐπιβοηθέω/προσβοηθέω	synonym	synonym	v
ἐπιβοηθέω/ἀμύνω	synonym	distantly_related	v
ἐπιβοηθέω/προσμείγνυμι	distantly_related	distantly_related	v
ἐπιβοηθέω/ὑπαντιάζω	related	related	v
ἐπιβοηθέω/ὁρμάω	distantly_related	same_domain	v
ἐπιβοηθέω/βοηθέω	synonym	synonym	v
ἐπιβοηθέω/ἐφεδρεύω	distantly_related	unrelated	v
ἐπιβοηθέω/καταφεύγω	same_domain	same_domain	v
ἐπιβοηθέω/ἀποτειχίζω	same_domain	same_domain	v
ἐπιβοηθέω/διαγωνίζομαι	distantly_related	distantly_related	v
ἐπιβοηθέω/ἀφικνέομαι	unrelated	distantly_related	v
ἐπιβοηθέω/παραβοηθέω	synonym	synonym	v
ἐπιβοηθέω/καταπλέω	unrelated	same_domain	v
ἐπιβοηθέω/ἐκβοηθέω	synonym	synonym	v
ἐπιβοηθέω/ἔρχομαι	distantly_related	distantly_related	v
ἐπιβοηθέω/ἀθροίζω	unrelated	same_domain	v
ἐπιβοηθέω/πολεμέω	same_domain	same_domain	v
ἐπιβοηθέω/μάχομαι	distantly_related	distantly_related	v
ἐπιβοηθέω/καταλαμβάνω	distantly_related	same_domain	v
προκατασκευάζω/καταμηνύω	unrelated	unrelated	v
προκατασκευάζω/προκαταλαμβάνω	related	distantly_related	v
προκατασκευάζω/ποιέω	distantly_related	related	v
προκατασκευάζω/ἀναλογίζομαι	unrelated	unrelated	v
προκατασκευάζω/φθάζω	related	unrelated	v
προκατασκευάζω/προκατέχω	distantly_related	unrelated	v
προκατασκευάζω/παραιρέω	unrelated	unrelated	v
προκατασκευάζω/ἀντιτίθημι	unrelated	distantly_related	v
προκατασκευάζω/ἀπαρτίζω	related	same_domain	v
προκατασκευάζω/ἑνόω	unrelated	unrelated	v
προκατασκευάζω/διέξειμι	unrelated	unrelated	v
προκατασκευάζω/διεξέρχομαι	unrelated	unrelated	v
προκατασκευάζω/συντέμνω	unrelated	unrelated	v
προκατασκευάζω/ἐκτίθημι	same_domain	same_domain	v
προκατασκευάζω/νομοθετέω	unrelated	unrelated	v
προκατασκευάζω/περιποιέω	distantly_related	same_domain	v
προκατασκευάζω/περιτίθημι	unrelated	same_domain	v
προκατασκευάζω/ἀποδιδράσκω	unrelated	unrelated	v
προκατασκευάζω/κατορθόω	same_domain	distantly_related	v
προκατασκευάζω/ἀντιπαρατίθημι	unrelated	same_domain	v
προκατασκευάζω/συσκευάζω	related	related	v
προκατασκευάζω/διατρίβω	distantly_related	same_domain	v
προκατασκευάζω/ἐπιπάρειμι	unrelated	unrelated	v
προκατασκευάζω/παρασκευάζω	synonym	synonym	v
προκατασκευάζω/χράω	unrelated	same_domain	v
προκατασκευάζω/διασύρω	unrelated	unrelated	v
προκατασκευάζω/λαμβάνω	unrelated	same_domain	v
προκατασκευάζω/προσχράομαι	unrelated	same_domain	v
προκατασκευάζω/πορίζω	distantly_related	same_domain	v
προκατασκευάζω/εὐπορέω	unrelated	unrelated	v
προκατασκευάζω/ἐκδειματόω	unrelated	unrelated	v
προκατασκευάζω/προοικονομέω	synonym	synonym	v
προκατασκευάζω/ὑπεξέρχομαι	unrelated	unrelated	v
προκατασκευάζω/ὑπερτίθημι	distantly_related	same_domain	v
προκατασκευάζω/προοράω	synonym	distantly_related	v
προκατασκευάζω/προλαμβάνω	related	distantly_related	v
ἐξισόω/ὑπερβάλλω	related	distantly_related	v
ἐξισόω/ἐφικνέομαι	unrelated	same_domain	v
ἐξισόω/ἐλλείπω	related	distantly_related	v
ἐξισόω/ἀπολιμπάνω	related	unrelated	v
ἐξισόω/πλεονεκτέω	related	distantly_related	v
ἐξισόω/ἁμιλλάομαι	related	distantly_related	v
ἐξισόω/ἐξισάζω	synonym	synonym	v
ἐξισόω/διήκω	unrelated	same_domain	v
ἐξισόω/προέχω	related	same_domain	v
ἐξισόω/ἰσάζω	synonym	synonym	v
ἐξισόω/νικάω	distantly_related	distantly_related	v
ἐξισόω/αὐξάνω	related	distantly_related	v
ἐξισόω/ἀπολαμβάνω	unrelated	same_domain	v
ἐξισόω/ὑπερέχω	related	distantly_related	v
ἐξισόω/παραλλάσσω	related	distantly_related	v
ἐξισόω/ἀφαιρέω	distantly_related	same_domain	v
ἐξισόω/διαιρέω	distantly_related	same_domain	v
ἐξισόω/προστίθημι	related	distantly_related	v
ἐξισόω/διεξέρχομαι	unrelated	unrelated	v
ἐξισόω/ἔχω	unrelated	same_domain	v
ἐξισόω/χράομαι	unrelated	unrelated	v
ἐξισόω/ἕπομαι	unrelated	distantly_related	v
ἐξισόω/συνάπτω	related	distantly_related	v
ἐξισόω/παρέχω	unrelated	distantly_related	v
ἐξισόω/συμβάλλω	related	distantly_related	v
προαπαντάω/φθάνω	related	related	v
προαπαντάω/καταλαμβάνω	distantly_related	unrelated	v
προαπαντάω/προπέμπω	distantly_related	distantly_related	v
προαπαντάω/πελάζω	related	same_domain	v
προαπαντάω/λῃστεύω	unrelated	unrelated	v
προαπαντάω/διαφίημι	unrelated	unrelated	v
προαπαντάω/στρατοπεδεύω	unrelated	distantly_related	v
προαπαντάω/προμηθέομαι	synonym	related	v
προαπαντάω/ὑστερίζω	related	same_domain	v
προαπαντάω/προτερέω	synonym	related	v
προαπαντάω/ἀνθίστημι	unrelated	distantly_related	v
προαπαντάω/προφθάνω	synonym	related	v
προαπαντάω/ἐπείγω	same_domain	distantly_related	v
προαπαντάω/προσβοηθέω	distantly_related	distantly_related	v
προαπαντάω/προπηδάω	unrelated	distantly_related	v
προαπαντάω/ἡγεμονέω	unrelated	same_domain	v
προαπαντάω/σπεύδω	same_domain	distantly_related	v
προαπαντάω/ἐκτρέχω	unrelated	same_domain	v
προαπαντάω/στέργω	unrelated	unrelated	v
προαπαντάω/ὑπάγω	distantly_related	unrelated	v
προαπαντάω/ἀπαντάω	synonym	related	v
προαπαντάω/παραθαρσύνω	unrelated	unrelated	v
προαπαντάω/ἀποχωρέω	distantly_related	same_domain	v
προαπαντάω/ἐκπέμπω	distantly_related	same_domain	v
προαπαντάω/καταμένω	unrelated	same_domain	v
προαπαντάω/περαιόω	unrelated	same_domain	v
προαπαντάω/προσβάλλω	distantly_related	same_domain	v
προαπαντάω/φεύγω	unrelated	unrelated	v
προαπαντάω/ὑπαντάω	synonym	related	v
προαπαντάω/ἀντιτάσσω	unrelated	same_domain	v
προαπαντάω/ἀνείργω	unrelated	same_domain	v
προαπαντάω/συμμαχέω	unrelated	same_domain	v
προαπαντάω/ὑποχωρέω	unrelated	same_domain	v
προαπαντάω/προκαταλαμβάνω	related	related	v
ἐπισυντίθημι/ὡροσκοπέω	unrelated	unrelated	v
ἐπισυντίθημι/ἔκκειμαι	unrelated	unrelated	v
ἐπισυντίθημι/πολλαπλασιάζω	related	related	v
ἐπισυντίθημι/πολυπλασιάζω	related	related	v
ἐπισυντίθημι/ὑπερέχω	unrelated	related	v
ἐπισυντίθημι/καταλήγω	unrelated	unrelated	v
ἐπισυντίθημι/περιλείπομαι	unrelated	unrelated	v
